"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19424,4813,14596,5,10,19102,4585,168,48,12,2604,2122,27,4753,83,205,1246,1055,607,567,500,327,140,76,7,"0 to 103","32",1613,1454,563,1123,557,2858,1338,450,13,247,15,1,31,4813,2157,2628,4753,60,0,72665,250,77758,72915,4813,100,2049,0,2149,4.65,79907,4913,16645,21573,"8.2",6.1,25.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","26.5","0.6","2.3","%","%","%","%",99,11,32,463,262,10,6,0.7,4759,32,54,0,397,33,7,0,"81",0,5,"190",4755,"58"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2072,1098,944,0,30,1984,990,108,0,0,286,812,0,1098,5,17,114,258,259,189,157,59,31,9,0,"1 to 97","40",465,142,45,446,14,561,523,68,0,40,0,0,4,1098,812,286,1098,0,0,5261,57,6441,5318,1098,1,68,0,69,1.45,6510,1099,1012,2141,"7.7",16.9,53,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","decreased by","did not change","decreased by","decreased by","44.4","","67.6","45.4","%","","%","%",0,3,4,68,40,7,4,0.4,1088,4,10,0,39,3,0,0,"567",0,0,"30",1091,"7"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8053,5003,3034,0,16,7938,4786,138,77,2,2389,2482,53,4924,62,95,757,958,840,862,706,422,211,72,18,"0 to 99","42",2722,502,644,1056,358,3116,1450,582,16,259,6,5,69,5003,2529,2421,4924,79,0,23845,30,28936,23875,5003,58,1190,0,1248,4.65,30184,5061,4224,9301,"5.1",16.8,62.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","4.8","46.3","45.8","9.4","%","%","%","%",62,10,74,598,265,12,6,1.5,4938,72,65,2,272,15,4,1,"416",0,17,"260",4453,"550"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2090,613,1475,0,2,2086,476,137,0,0,241,372,0,613,12,21,71,88,99,112,111,50,35,14,0,"0 to 107","46",358,183,24,48,20,520,73,53,0,36,0,0,4,613,372,241,613,0,0,4398,2,5035,4400,613,7,88,0,95,7.37,5130,620,1563,2185,"8.1",12.1,29.7,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","60","36.4","52.2","58.4","%","%","%","%",5,2,4,53,36,9,6,0.7,589,4,24,0,44,0,0,0,"224",0,0,"43",608,"5"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25651,6753,18883,0,15,25609,6604,128,18,3,3608,3093,31,6732,68,177,1131,1131,968,968,974,599,400,317,20,"0 to 105","43",3503,828,598,1803,842,3777,2113,1084,6,578,3,1,192,6753,3103,3619,6732,21,0,82071,16,88896,82087,6753,211,5304,1,5516,3.83,94412,6964,24187,31167,"5.4",7.4,27.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","19.7","25","7.1","8.7","%","%","%","%",256,102,193,1090,581,17,9,2.9,6667,190,86,3,377,42,6,0,"62",0,29,"900",6654,"99"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,161881,68068,93648,35,130,159944,62711,4808,515,34,35205,32167,147,67519,1466,3742,9845,13076,11730,11079,9074,4561,2248,1207,40,"0 to 104","39",27249,18086,7930,14254,24856,28931,13732,8906,90,4843,69,26,1051,68068,32529,35391,67519,549,0,404444,1235,474604,405679,68068,3078,44733,10,47821,6.44,522425,71146,138381,209702,"11",13.6,43.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","22.1","45.3","0.8","6.4","%","%","%","%",670,266,1077,8996,4912,14,8,1.6,67534,1075,534,2,7039,530,73,0,"312",1,168,"2473",67979,"89"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1080,517,562,0,1,1079,501,16,0,0,217,299,1,517,4,14,54,98,96,71,68,49,36,27,0,"1 to 99","44",323,83,36,75,23,407,87,54,0,31,0,0,8,517,299,217,517,0,0,3717,0,4249,3717,517,4,32,0,36,11.11,4285,521,594,1116,"7.7",12.2,48.2,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","16.7","15.4","79.6","27.5","%","%","%","%",13,6,8,54,31,11,6,1.5,511,8,6,0,25,0,0,0,"161",0,0,"82",484,"33"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7412,2435,4965,1,11,7378,2202,227,5,1,1267,1147,15,2429,24,52,255,276,262,359,441,348,236,182,0,"0 to 101","54",1891,148,169,221,197,1919,313,283,1,299,1,0,106,2435,1149,1270,2429,6,0,25511,16,27995,25527,2435,107,2612,0,2719,3.94,30714,2542,7577,10131,"5.7",8.3,34.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","36.4","33","4.4","%","%","%","%",150,56,106,284,300,12,13,4.4,2415,106,20,0,112,5,1,0,"57",0,9,"362",2367,"68"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6269,1882,4352,1,34,6222,1129,748,4,1,1001,869,7,1877,17,68,242,227,215,288,350,242,152,72,9,"0 to 100","51",1475,111,141,150,100,1561,216,157,0,181,0,0,46,1882,873,1002,1877,5,0,18355,7,20253,18362,1882,39,1327,0,1366,2.86,21619,1921,5679,7635,"5.3",8.9,30.6,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","decreased by","increased by","decreased by","increased by","5.3","7.4","2","23.8","%","%","%","%",40,11,46,157,181,9,10,2.4,1834,45,48,1,160,3,1,0,"54",0,8,"213",1875,"7"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11824,3580,8225,1,18,11775,3438,130,12,0,1940,1611,17,3568,37,131,565,521,576,622,490,322,207,108,1,"0 to 100","44",1900,612,318,738,359,2393,816,571,1,262,1,0,72,3580,1617,1946,3568,12,0,33449,18,37067,33467,3580,77,1813,0,1890,4.07,38957,3657,10038,13714,"6.6",9.4,30.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","47.6","38.9","15.7","","%","%","%",83,38,72,572,263,16,8,2,3538,70,42,2,274,25,2,0,"14",0,11,"431",3424,"156"
