"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19622,5023,14581,5,13,19297,4791,172,48,12,2717,2225,21,4963,87,208,1289,1089,635,596,526,351,155,80,7,"0 to 103","33",1717,1525,590,1131,581,2990,1392,534,14,272,16,1,31,5023,2259,2742,4963,60,0,75846,250,81151,76096,5023,140,2347,0,2487,5.63,83638,5163,16928,22109,"8.4",6.2,26.3,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","9.1","18.1","32.8","45.3","%","%","%","%",93,13,32,548,288,11,6,0.6,4981,32,42,0,408,37,7,0,"85",0,2,"210",4965,"58"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2095,1118,945,0,32,2005,998,120,0,0,291,827,0,1118,5,17,116,260,260,194,160,63,33,10,0,"1 to 97","40",482,145,45,446,14,581,523,72,0,44,0,0,4,1118,827,291,1118,0,0,5395,57,6595,5452,1118,4,72,0,76,5.26,6671,1122,1017,2171,"7.8",16.8,53.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","40","46.2","78.2","63.6","%","%","%","%",0,3,4,72,44,7,4,0.4,1118,4,0,0,39,3,0,0,"569",0,0,"32",1112,"6"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8235,5195,3027,1,12,8121,4976,138,79,2,2490,2573,51,5114,62,98,780,995,880,882,735,448,221,76,18,"0 to 99","42",2860,525,644,1085,376,3284,1454,615,16,279,6,5,74,5195,2622,2522,5114,81,0,24597,30,29879,24627,5195,84,1288,0,1372,6.12,31251,5279,4315,9607,"5.3",16.9,64.1,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","33.3","47","16.8","15.4","%","%","%","%",64,13,79,631,285,13,6,1.5,5181,76,14,3,278,15,4,1,"424",0,7,"276",4626,"569"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2146,663,1482,0,1,2143,510,153,0,0,272,390,1,663,12,27,79,100,106,115,114,57,38,15,0,"0 to 107","45",397,192,24,50,23,564,76,61,0,39,0,0,5,663,390,272,663,0,0,4556,2,5243,4558,663,9,97,0,106,8.49,5349,672,1579,2252,"8.3",12.6,31.3,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","250","9.1","5.3","5.8","%","%","%","%",6,2,5,61,39,10,6,0.8,660,4,3,1,51,1,0,0,"227",0,1,"44",655,"8"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25875,6972,18888,0,15,25833,6822,129,18,3,3726,3191,34,6951,68,185,1157,1158,997,998,1004,619,427,340,19,"0 to 105","43",3640,865,617,1829,858,3933,2160,1122,6,609,3,1,195,6972,3201,3737,6951,21,0,83736,16,90782,83752,6972,279,5807,1,6087,4.58,96869,7251,24695,31962,"5.5",7.5,28,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","increased by","14.8","5.6","9.2","0.1","%","%","%","%",277,115,196,1128,612,17,9,2.8,6946,196,26,0,394,44,6,0,"62",0,14,"959",6844,"128"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,163986,69584,94249,34,119,162057,64070,4960,519,35,36015,32874,141,69030,1491,3820,10056,13335,11995,11331,9295,4671,2315,1240,35,"0 to 104","39",28232,18579,8443,13776,25754,29982,13294,9361,97,5132,75,26,1147,69584,33238,36204,69030,554,0,415499,1234,487187,416733,69584,3918,48347,11,52276,7.49,539463,73502,142596,216262,"11.3",13.6,44.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16.2","31.3","35.8","23.5","%","%","%","%",596,313,1173,9458,5207,14,8,1.7,69383,1158,201,15,7179,543,74,0,"321",1,122,"2718",69356,"228"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1122,546,575,0,1,1120,528,17,1,0,227,317,1,545,4,14,56,109,99,75,71,52,39,27,0,"1 to 99","44",343,89,39,74,23,434,88,57,1,32,1,0,8,546,318,227,545,1,0,3821,0,4377,3821,546,4,36,0,40,10,4417,550,611,1162,"8",12.5,49,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","80","72.7","16.7","49.1","%","%","%","%",13,6,8,58,33,11,7,1.5,538,8,8,0,26,0,0,0,"167",0,0,"82",509,"37"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7539,2569,4957,1,12,7504,2334,229,5,1,1334,1218,11,2563,24,55,270,285,278,375,466,377,248,191,0,"0 to 101","54",1997,164,189,213,210,2041,312,300,1,309,1,0,108,2569,1220,1337,2563,6,0,26244,16,28862,26260,2569,138,2908,0,3046,4.53,31908,2707,7865,10585,"6",8.5,35.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","60","46.7","2.9","10.9","%","%","%","%",140,56,108,301,310,12,13,4.2,2538,107,31,1,118,6,1,0,"60",0,5,"387",2490,"79"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6398,1980,4378,1,39,6346,1182,793,4,1,1054,914,7,1975,17,69,258,239,231,306,369,250,158,74,9,"0 to 100","50",1568,113,146,148,106,1652,217,166,0,192,1,0,50,1980,918,1055,1975,5,0,18975,7,20972,18982,1980,61,1433,0,1494,4.08,22466,2041,5811,7892,"5.5",9.1,31.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","NO","YES","NO","decreased by","decreased by","decreased by","decreased by","5.6","40","22.9","37.1","%","%","%","%",37,15,50,166,193,9,10,2.5,1970,48,10,2,167,5,2,0,"55",0,7,"227",1973,"7"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11997,3734,8240,1,22,11943,3590,131,13,0,2026,1670,25,3721,38,141,593,537,598,652,503,336,221,114,1,"0 to 100","44",1990,628,329,774,370,2495,856,604,2,275,2,0,73,3734,1677,2032,3721,13,0,34446,18,38221,34464,3734,105,1975,0,2080,5.05,40301,3839,10215,14077,"6.8",9.5,32,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","14.3","33.9","2.7","14.4","%","%","%","%",77,41,73,606,277,17,8,2,3690,71,44,2,293,26,2,0,"14",0,4,"447",3562,"172"
