"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,23358,8619,14700,4,35,22987,8308,224,75,12,4680,3834,18,8532,129,323,3537,1432,877,814,698,478,211,115,5,"0 to 103","26",4091,1999,955,1487,1056,5711,1765,889,19,432,24,2,63,8619,3886,4714,8532,87,0,93401,248,102298,93649,8619,210,2798,0,3008,6.98,105306,8829,17498,26366,"10",8.4,37.8,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","46.2","26.5","28.3","36.6","%","%","%","%",49,20,65,908,456,11,6,0.8,8570,65,49,0,614,56,11,0,"169",0,8,"340",8286,"333",300,49,251,16.3,"609","6956","7565","8.1",40,497,537,"7.45"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2642,1534,1071,0,37,2546,1312,221,0,1,505,1028,0,1533,7,39,181,316,326,265,211,125,54,10,0,"0 to 97","41",811,207,50,465,17,957,559,109,0,72,0,0,13,1534,1028,506,1533,1,0,6689,58,8308,6747,1534,11,94,0,105,10.48,8413,1545,1165,2747,"9.9",18.4,58.5,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","68.8","13.1","51.3","%","%","%","%",1,3,13,109,72,8,5,0.8,1532,13,2,0,77,4,0,1,"587",0,1,"42",1479,"55",26,2,24,7.7,"77","601","678","11.4",2,41,43,"4.65"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9433,6215,3197,1,20,9268,5948,143,122,2,3051,3012,28,6091,70,157,945,1150,1025,1040,885,558,288,96,1,"0 to 99","42",3510,623,853,1105,474,4130,1487,744,19,352,8,5,113,6215,3085,3102,6091,124,0,29088,30,35404,29118,6215,140,1454,0,1594,8.78,36998,6355,4651,11027,"6",17.2,67.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","37.5","7.4","36","29.6","%","%","%","%",25,24,118,763,360,13,6,1.9,6199,118,16,0,384,19,5,1,"444",0,8,"380",5403,"812",159,16,143,10.1,"372","2463","2835","13.1",14,127,141,"9.93"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2774,1153,1617,0,4,2767,858,294,1,0,557,595,0,1152,17,58,156,171,163,183,203,118,61,23,0,"0 to 107","45",765,275,55,57,34,1026,92,131,0,71,0,0,9,1153,596,557,1152,1,0,5884,2,7059,5886,1153,18,120,0,138,13.04,7197,1171,1737,2912,"10.8",16.3,42.2,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","60","76.2","26.8","36.8","%","%","%","%",5,2,9,131,71,12,7,0.8,1151,9,2,0,114,6,1,0,"273",0,1,"60",1124,"29",18,2,16,11.1,"114","771","885","12.9",3,32,35,"8.57"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,28476,9511,18952,0,13,28422,9283,193,31,4,5105,4333,38,9476,100,347,1516,1478,1300,1329,1443,944,618,434,2,"0 to 105","45",5114,1109,808,2445,1067,5511,2898,1498,9,855,3,1,309,9511,4352,5121,9476,35,0,100227,14,109816,100241,9511,386,6854,2,7242,5.33,117058,9897,25806,35718,"6.2",8.5,34.8,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","12","10","18.8","16.6","%","%","%","%",75,176,310,1507,858,16,10,3.3,9399,309,112,1,673,65,9,0,"68",0,14,"1185",8700,"811",606,112,494,18.5,"672","7516","8188","8.2",59,489,548,"10.77"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,178044,78136,99759,29,120,176009,72021,5441,633,41,40418,36913,131,77462,1669,4306,11452,14879,13403,12634,10422,5285,2621,1433,32,"0 to 107","39",32635,20502,10906,13419,29471,35083,12908,10527,102,5923,78,26,1429,78136,37342,40661,77462,674,0,501661,1231,581911,502892,78136,5913,58161,22,64096,9.23,646007,84049,157920,242140,"12.7",13,47.2,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","3.2","4.9","5.8","3.2","%","%","%","%",288,385,1455,10629,6001,14,8,1.9,78012,1449,124,6,8102,598,91,0,"401",1,44,"3380",77144,"992",1849,124,1725,6.7,"8083","42837","50920","15.9",109,1312,1421,"7.67"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1317,632,684,0,1,1315,600,31,1,0,266,364,1,631,5,25,74,115,109,89,79,63,44,29,0,"0 to 99","43",417,94,43,77,27,506,98,60,1,33,1,0,13,632,365,266,631,1,0,4393,0,5035,4393,632,6,41,0,47,12.77,5082,638,725,1364,"9.4",12.6,48.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","1","50","87.5","48.5"," case","%","%","%",14,6,13,61,34,10,6,2.1,630,13,2,0,49,0,0,0,"180",0,2,"85",590,"42",4,2,2,50,"49","424","473","10.4",3,12,15,"20"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,8133,3159,4966,1,7,8101,2876,275,7,1,1686,1455,10,3151,25,77,329,332,333,452,562,474,332,242,1,"0 to 101","55",2427,207,283,234,257,2547,347,413,1,399,1,0,139,3159,1457,1691,3151,8,0,31498,17,34714,31515,3159,206,3398,2,3606,5.71,38320,3365,8364,11739,"6.6",8.8,41.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","57.1","33.3","24.7","32.2","%","%","%","%",107,63,139,414,400,14,13,4.4,3152,140,7,-1,151,9,1,0,"65",0,3,"537",2989,"170",129,7,122,5.4,"151","1620","1771","8.5",2,100,102,"1.96"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7816,2864,4900,2,50,7749,1888,967,4,4,1606,1246,3,2855,33,105,372,330,313,421,487,372,277,151,2,"0 to 100","51",2266,170,213,206,143,2397,315,275,0,299,1,1,111,2863,1252,1608,2855,8,0,24051,7,26932,24058,2863,100,1662,0,1762,5.68,28694,2963,6562,9578,"6.7",10.3,37.9,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","26.1","33.3","21.7","22.3","%","%","%","%",69,36,112,275,300,10,11,3.9,2846,111,17,1,251,5,2,0,"61",0,9,"526",2810,"53",67,17,50,25.4,"251","1955","2206","11.4",7,105,112,"6.25"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,14092,5330,8733,2,27,14028,5140,172,17,0,2742,2516,54,5312,56,195,834,793,889,937,721,468,301,134,1,"0 to 100","43",3083,815,464,950,481,3733,1098,856,2,364,3,0,107,5329,2526,2749,5312,17,0,44807,18,50182,44825,5329,156,2273,0,2429,6.42,52611,5485,11006,16521,"8",10.4,38.9,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","3","25","20.3","16.5","%","%","%","%",77,52,107,858,367,17,7,2,5304,106,25,1,422,47,3,0,"245",0,7,"512",5025,"304",256,25,231,9.8,"421","4644","5065","8.3",25,314,339,"7.37"
