"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,15522,221,250,860,1444,1522,1925,2516,2843,2020,666,1255,"0 to 103",58,8121,6338,1063,15384,138,0,182,14763,647,95,795,14713,0,14,15372,763,16,16,0,359,420,0,779,10,22,120,141,110,124,106,77,68,17,0,"0 to 103","43",387,111,148,133,152,465,162,159,12,97,5,1,21,795,430,365,779,16,0,27757,120,28684,27877,795,96,4239,0,4335,2.21,891,18952,19857,"5.9",2.7,5.7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","187.5","117.9","106.1","92.3","%","%","%","%",3,3,22,171,102,21.5,12.8,2.8,763,20,32,1,42,4,1,0
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,27227,318,421,1953,3184,3349,3831,4615,4827,3214,1454,61,"0 to 119",56,15659,11336,232,26267,959,1,619,24077,2713,175,3745,23456,1,25,26243,3492,168,79,6,1927,1726,7,3660,50,94,487,626,570,577,489,361,262,229,0,"0 to 101","45",2175,511,99,875,1190,1569,901,865,15,546,13,4,149,3745,1772,1964,3659,85,1,43484,873,48113,44357,3745,240,5750,1,5991,4.01,3985,29206,33218,"4.6",7.4,14.6,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","157.6","36.4","45.8","113.1","%","%","%","%",244,102,153,880,559,23.5,14.9,4.1,3666,149,79,0,212,30,7,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,13005,190,308,1584,2128,1907,1987,2116,1736,676,342,31,"0 to 119",46,6749,6127,129,12770,234,1,191,12141,637,92,596,12379,3,27,12741,554,10,31,1,299,265,0,564,3,21,210,103,69,68,69,38,11,4,0,"0 to 91","29",196,285,20,63,39,453,72,93,11,44,9,7,8,596,281,315,563,32,1,22762,202,23565,22964,596,48,1483,0,1531,3.14,644,13862,14536,"5",2.6,5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","7.1","43.5","312","304.7","%","%","%","%",20,2,15,104,53,17.4,8.9,2.5,587,8,9,0,29,2,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1740,26,27,166,227,190,232,338,265,189,79,1,"0 to 118",55,1007,716,17,1739,1,0,24,1473,310,4,151,1589,0,0,1739,137,14,0,0,48,103,0,151,1,1,31,39,27,13,21,9,6,3,0,"3 to 99","36",53,8,83,7,87,58,6,13,0,9,0,0,1,151,103,48,151,0,0,2773,1,2927,2774,151,3,126,0,129,2.33,154,1715,1869,"4.7",5,8.9,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","decreased by","decreased by","","71.4","7.3","5.9","","%","%","%",2,1,1,13,9,8.6,6,0.7,147,1,4,0,4,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2215,3,4,158,690,561,398,267,93,28,5,8,"0 to 92",38,169,2037,9,2215,0,0,1,2000,83,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,55,54,35,5,0,0,0,"20 to 73","41",115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2084,0,2306,2084,220,1,10,0,11,9.09,221,2005,2226,"26.6",9.5,10,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","100","73.9","","","%","%",0,0,1,5,1,2.3,0.5,0.5,221,1,-1,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1112,48,40,95,126,142,151,166,180,108,49,7,"0 to 99",51,710,396,6,1089,23,0,26,913,276,15,143,968,1,0,1088,89,50,4,0,86,53,0,139,5,5,16,15,23,19,32,12,5,11,0,"0 to 98","48",33,90,10,6,8,107,24,27,0,4,0,1,3,143,54,89,139,4,0,1589,19,1753,1608,143,0,50,0,50,0,143,1018,1162,"6.3",7.9,12.9,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","50","471.4","433.2","","%","%","%",4,3,4,27,4,18.9,2.8,2.8,142,3,1,0,12,1,0,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,16187,278,355,979,1556,1704,2109,3010,3294,2047,752,103,"0 to 119",58,9213,6670,304,15936,251,0,803,14540,1644,46,2013,14169,4,1,15931,1939,59,15,0,1065,929,4,1998,43,90,237,328,320,289,263,186,162,95,0,"0 to 101","44",1212,243,198,345,668,916,414,180,2,252,2,2,127,2013,936,1073,1998,15,0,30582,236,32845,30818,2013,122,3249,0,3371,3.62,2135,17418,19558,"5.2",5.9,13.2,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","78.9","81.6","170.6","163.8","%","%","%","%",128,82,129,182,254,9,12.6,6.4,1977,126,36,1,166,1,1,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,14743,164,211,932,1655,1685,2135,2544,2788,1849,754,26,"0 to 168",57,9049,5644,50,14716,27,0,4288,9906,3275,146,424,13997,0,322,14395,396,23,4,1,233,186,0,419,7,10,53,69,69,65,72,44,27,8,0,"0 to 97","46",296,85,25,13,74,331,14,87,3,55,0,0,10,424,187,237,419,5,0,20550,21,21002,20571,424,51,1671,0,1722,2.96,475,15668,16465,"4.7",2.1,3.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","85","100","167.7","242.6","%","%","%","%",8,3,10,90,55,21.2,13,2.4,412,10,12,0,19,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,7675,153,179,574,791,898,997,1361,1358,952,389,23,"0 to 100",56,3773,3442,460,7580,95,0,357,6488,1209,78,1611,6044,1,19,7561,1583,13,15,0,724,865,7,1596,59,84,254,289,301,274,167,78,61,41,3,"0 to 99","38",546,64,554,432,900,363,333,252,2,149,1,1,22,1611,874,730,1596,15,0,13148,78,14847,13226,1611,78,2269,0,2347,3.32,1689,8313,10022,"6.4",9.8,22,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","52.6","42.1","32.5","14.7","%","%","%","%",41,8,23,254,150,15.8,9.3,1.4,1582,20,29,2,185,13,1,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3703,30,61,229,445,499,633,808,595,293,108,2,"0 to 101",54,1954,1740,9,3624,79,0,1265,2031,818,125,166,3474,0,63,3568,133,20,9,4,69,84,0,153,2,6,12,17,22,27,25,26,17,12,0,"3 to 100","53",112,7,1,33,38,77,38,23,3,15,2,0,4,166,91,75,153,13,0,4589,58,4813,4647,166,99,2373,1,2473,4,265,5847,6176,"8.1",3.6,7.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","25","40","88.2","59.9","%","%","%","%",20,1,4,26,17,15.7,10.2,2.4,165,4,1,0,10,1,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3285,46,52,232,335,381,450,629,603,382,171,4,"0 to 103",57,1772,1319,194,3176,109,0,48,3143,94,33,126,3158,0,1,3175,97,21,6,2,60,58,0,118,2,1,19,22,26,14,15,17,7,3,0,"1 to 89","43",82,16,2,18,1,98,19,30,1,16,0,0,1,126,61,65,118,8,0,5776,101,6005,5877,126,15,559,0,574,2.61,141,3717,3859,"4.8",2.1,4.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","100","16.7","144.4","172.8","%","%","%","%",5,1,1,31,16,24.6,12.7,0.8,120,1,6,0,4,0,0,0
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7070,162,150,553,1032,1007,925,1080,818,732,571,40,"0 to 119",51,4288,2742,40,6926,143,1,156,6433,408,75,436,6633,0,1,6926,317,108,6,5,214,211,0,425,6,19,48,89,73,57,63,40,26,15,0,"0 to 96","42",331,45,40,9,134,283,8,93,2,56,1,0,6,436,219,217,424,11,1,11046,132,11623,11178,436,25,956,0,981,2.55,461,7589,8051,"4",3.7,6.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","27.8","9.5","12","17.6","%","%","%","%",1,4,6,95,57,21.8,13.1,1.4,421,6,15,0,31,0,0,0
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1715,32,57,241,206,188,217,260,188,177,138,11,"0 to 119",50,1004,688,23,1705,10,0,77,1415,243,10,256,1459,0,0,1705,223,31,2,0,127,125,2,254,10,26,56,37,42,34,33,11,5,2,0,"0 to 87","34",181,21,23,29,141,85,28,17,0,22,2,0,0,256,126,128,254,2,0,2642,8,2906,2650,256,4,109,0,113,3.54,260,1568,1828,"4.5",8.6,15.2,"2020-06-14","2020-06-20","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","42.9","41.7","30.3","9.8","%","%","%","%",0,0,0,17,24,6.6,9.4,0,250,0,6,0,54,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,64876,1121,1469,5489,9541,9583,10248,10409,7459,3528,1348,4681,"0 to 120",47,35635,28900,341,63790,1085,1,825,62229,2249,417,5502,59324,0,50,63741,5271,103,123,5,2524,2817,33,5374,75,129,1196,1372,909,803,576,270,124,48,0,"0 to 103","34",1635,830,1162,1747,1269,1651,2454,817,46,415,37,5,51,5502,2892,2576,5373,128,1,105055,957,111595,106012,5502,529,8279,0,8808,6.01,6031,67603,73684,"5.6",5,9.3,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","110.3","50","145.1","137.5","%","%","%","%",32,7,56,863,452,15.7,8.2,1,5157,49,345,2,273,32,4,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,13675,176,360,977,1897,1958,2252,2344,1793,886,323,709,"0 to 155",49,7642,5962,71,13598,77,0,541,12193,1059,212,1147,12480,2,46,13551,1061,37,47,2,547,551,0,1098,16,30,140,247,170,193,159,109,63,19,1,"0 to 102","43",508,97,431,62,678,337,83,297,8,175,7,2,23,1147,587,560,1098,49,0,20205,27,21400,20232,1147,96,1414,0,1510,6.36,1243,13894,15185,"4.5",5.4,9.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","204","150","177.5","160.6","%","%","%","%",11,9,25,305,182,26.6,15.9,2.2,1080,23,67,0,57,6,0,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,70541,1044,1585,5179,8521,8478,9937,12017,10707,7515,3949,1609,"0 to 119",54,38690,31549,302,69769,770,2,2398,63212,8012,358,11180,59020,192,149,69433,10906,145,123,6,5517,5497,37,11051,159,388,1427,1923,1782,1692,1483,967,777,568,14,"0 to 104","44",4656,1943,1822,2630,3842,4472,2737,2149,35,1591,23,13,476,11180,5571,5572,11049,129,2,113324,638,125379,113962,11180,1280,30826,0,32106,3.99,12460,89846,102647,"7.1",7.9,17.7,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","8.2","3.4","21.2","21.3","%","%","%","%",414,198,489,2184,1614,19.5,14.4,4.4,10943,468,237,8,749,70,20,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,14076,273,334,1078,1682,1897,2229,2481,2178,1323,572,29,"0 to 119",52,8217,5816,43,14000,76,0,272,13021,888,112,954,13095,2,25,13973,889,54,10,1,499,444,0,943,18,25,156,159,158,159,120,100,37,21,1,"0 to 94","42",562,101,113,167,193,558,192,169,4,110,3,1,17,954,450,504,943,11,0,27743,65,28774,27808,954,65,3364,0,3429,1.9,1019,16459,17505,"3.4",3.2,7.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","31","52.6","181.8","241.4","%","%","%","%",33,10,18,173,113,18.1,11.8,1.9,872,17,82,0,63,12,2,0
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,39013,375,534,2520,4801,4498,5608,7418,6793,4129,2245,92,"0 to 120",56,22667,16241,105,38679,334,0,2244,34724,4752,382,4033,34925,1,54,38624,3827,144,55,7,2272,1687,12,3971,45,144,593,883,534,529,463,350,261,220,11,"0 to 102","41",1856,952,207,956,317,2484,1170,656,19,554,17,2,129,4033,1724,2297,3971,62,0,73590,272,77917,73862,4033,265,12263,2,12530,2.11,4298,47188,51543,"5.4",4.8,11,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","75.3","32.8","123","175","%","%","%","%",366,85,131,675,571,16.7,14.2,3.2,3854,117,179,12,247,14,2,0
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,19448,454,527,1474,2464,2520,2791,3140,3012,1924,804,338,"0 to 119",52,11239,8026,183,19353,95,0,406,17533,1652,143,2279,17156,1,12,19340,2017,246,15,1,1274,988,1,2263,30,81,294,366,365,322,294,220,184,123,0,"0 to 103","45",1283,357,254,369,657,1168,438,602,9,419,5,1,78,2279,995,1283,2263,16,0,35790,79,38160,35869,2279,96,2325,0,2421,3.97,2375,19481,21869,"3.3",5.9,12.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","43.7","46.6","104.3","138.5","%","%","%","%",287,55,79,611,424,26.8,18.6,3.5,2225,78,54,0,154,20,2,0
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3478,72,118,327,496,431,545,590,429,298,161,11,"0 to 118",50,2186,1251,41,3470,8,0,87,3148,318,22,242,3233,1,2,3467,146,96,0,0,142,100,0,242,4,25,35,32,34,35,29,24,17,7,0,"2 to 98","41",119,111,11,1,12,225,5,45,0,28,0,0,6,242,100,142,242,0,0,5113,8,5364,5121,242,5,192,0,197,2.54,247,3425,3675,"5.1",4.4,7.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","120","28.6","187.5","117","%","%","%","%",3,2,6,45,28,18.6,11.6,2.5,238,6,4,0,37,1,0,0
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,9981,134,232,758,1025,1457,1653,1789,1649,876,392,16,"0 to 119",53,5541,4321,119,9950,31,0,268,9268,505,134,510,9435,19,17,9915,439,59,9,3,247,250,1,498,5,7,88,69,61,97,83,66,28,6,0,"0 to 97","47",316,28,22,132,31,322,145,80,3,55,3,0,7,510,256,253,498,12,0,16205,18,16756,16223,510,96,2355,4,2455,3.91,606,11790,12436,"5.3",3.2,6.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","4.6","14","417.9","300.4","%","%","%","%",2,1,7,83,58,16.3,11.4,1.4,496,7,14,0,24,3,0,0
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,10435,179,213,708,1271,1286,1598,1821,1696,1090,541,32,"0 to 119",54,5991,4232,212,10288,147,0,427,9019,1276,74,1249,9098,5,83,10200,1163,75,11,0,651,584,3,1238,26,39,141,223,182,210,174,125,75,54,0,"0 to 99","45",431,217,107,483,201,489,548,215,1,153,2,0,42,1249,589,657,1238,11,0,18382,136,19773,18518,1249,54,1884,1,1939,2.78,1303,10982,12374,"4",6,12.5,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","8.6","21.1","35.3","39.2","%","%","%","%",53,19,42,216,155,17.3,12.4,3.4,1226,41,23,1,83,4,3,0
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7034,228,264,573,929,984,1051,1165,1048,544,238,10,"0 to 119",50,3859,3148,27,6967,67,0,94,6628,304,73,355,6676,1,2,6964,310,40,5,0,130,220,0,350,4,3,63,64,59,62,45,34,12,9,0,"0 to 98","41",265,45,8,32,22,275,53,29,0,26,0,0,9,355,221,134,350,5,0,11064,62,11483,11126,355,16,494,0,510,3.14,371,7170,7544,"4.4",3.1,5.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","63.6","38.5","67.7","86.7","%","%","%","%",2,0,9,29,26,8.2,7.3,2.5,350,9,5,0,12,3,2,7
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,13429,159,181,706,1226,1245,1663,2466,2793,1995,953,42,"0 to 119",61,7567,5691,171,13185,244,0,495,12419,1157,99,1031,12393,2,3,13180,941,62,22,6,548,455,0,1003,11,16,89,160,122,119,136,136,138,103,1,"0 to 104","54",761,65,80,97,130,721,152,219,14,187,10,1,95,1031,471,559,1003,28,0,29869,216,31121,30085,1031,145,4514,9,4668,3.11,1176,16907,18097,"4.4",3.3,8.8,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","55.6","4.2","156.6","247.2","%","%","%","%",64,60,96,233,197,22.6,19.1,9.3,992,94,39,1,37,1,0,0
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,17398,221,395,1594,2255,2307,2674,2874,2509,1187,512,870,"0 to 119",50,9864,7409,125,17357,41,0,310,16463,740,101,1451,15935,1,11,17346,1386,55,10,0,753,688,0,1441,17,24,412,315,183,194,125,97,51,33,0,"0 to 100","32",909,152,113,267,343,705,393,249,5,149,1,0,16,1451,691,760,1441,10,0,28633,30,30128,28663,1451,114,2842,0,2956,3.86,1565,18777,20354,"4.5",4.7,9,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","154.5","141.9","140.1","176.2","%","%","%","%",16,4,16,254,150,17.5,10.3,1.1,1361,16,90,0,53,7,1,0
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,3862,28,28,93,173,186,297,514,1427,898,132,86,"0 to 119",69,1895,1769,198,3787,75,0,117,3485,288,59,290,3549,0,23,3764,239,49,1,1,87,201,0,288,1,3,10,8,37,42,41,93,46,9,0,"4 to 92","65",236,36,8,8,21,257,10,64,0,46,0,0,17,290,203,87,288,2,0,6186,73,6554,6259,290,39,1901,0,1940,2.01,329,5450,5802,"4.8",3.9,8.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","150","8.3","350","349.4","%","%","%","%",2,1,17,64,46,22.1,15.9,5.9,286,17,4,0,5,0,0,3
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2270,62,59,185,298,269,266,366,306,237,212,10,"0 to 118",54,1441,749,80,2262,8,0,63,1932,585,18,339,1931,0,0,2262,220,111,5,3,203,128,0,331,7,18,42,49,53,44,44,28,32,22,0,"0 to 102","45",177,52,44,58,102,175,54,50,1,47,0,0,19,339,131,208,331,8,0,3090,0,3431,3090,339,8,112,0,120,6.67,347,2043,2390,"5.4",9.8,15.3,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","566.7","120","600","493.8","%","%","%","%",44,18,19,51,47,15,13.9,5.6,290,18,49,1,32,2,2,0
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,894,33,19,78,133,114,112,163,142,73,23,4,"0 to 118",50,492,371,31,886,8,0,16,763,146,28,69,824,1,0,885,57,11,1,0,22,46,0,68,0,1,13,23,13,2,8,3,6,0,0,"6 to 84","32",43,4,18,3,26,39,3,17,0,6,0,0,0,69,46,23,68,1,0,1289,7,1367,1296,69,0,29,0,29,0,69,853,923,"4.2",4.9,7.7,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","decreased by","increased by","decreased by","","100","37.5","32.8","","%","%","%",0,0,0,17,6,24.6,8.7,0,68,0,1,0,2,0,0,0
39,63,125,"UNION","Union","Union","Union County","FL",15239,1171,11,17,55,76,108,139,402,277,72,14,0,"0 to 118",59,317,847,7,1171,0,0,16,1129,78,4,43,1128,0,0,1171,40,3,0,0,7,36,0,43,0,0,1,5,1,3,20,11,2,0,0,"22 to 80","61",27,14,2,0,2,40,1,9,0,9,0,0,2,43,36,7,43,0,0,2087,0,2130,2087,43,0,21,0,21,0,43,1149,1192,"7.8",2,3.7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","100","3","0.025210084","case","%","case","percent difference",0,0,2,9,9,20.9,20.9,4.7,42,2,1,0,0,0,0,1
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,20655,173,300,1138,2122,2229,2964,4266,3978,2170,1029,286,"0 to 119",58,11558,8395,702,20558,97,0,345,19447,1098,144,1301,19354,0,0,20558,1140,146,14,1,654,632,0,1286,6,26,184,217,161,195,201,166,81,63,1,"0 to 102","47",701,253,201,131,162,921,203,278,5,195,4,0,53,1301,639,662,1286,15,0,32360,82,33757,32442,1301,169,7153,0,7322,2.31,1470,26507,27977,"5.3",3.6,7.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","37.5","15.6","165.4","171.1","%","%","%","%",59,34,53,283,199,21.8,15.3,4.1,1263,53,38,0,52,6,1,0
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1257,14,29,87,138,169,215,245,213,107,39,1,"0 to 102",53,711,535,11,1253,4,0,12,1190,195,4,41,1216,0,0,1253,23,16,2,0,26,13,0,39,1,0,5,6,6,12,6,3,1,1,0,"3 to 86","46",22,13,3,1,1,37,1,7,0,5,0,0,1,41,13,28,39,2,0,1839,2,1882,1841,41,3,166,0,169,1.78,44,1382,1426,"4.5",2.1,3.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","100","","5","0.033557047","%","","case","percent difference",0,0,1,7,5,17.1,12.2,2.4,40,1,1,0,1,0,0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1681,53,42,106,176,218,248,295,250,158,132,3,"0 to 101",54,934,710,37,1616,65,0,29,1520,210,46,188,1492,0,1,1615,140,23,22,3,91,72,0,163,6,11,17,22,34,23,34,22,13,6,0,"0 to 101","46",148,10,3,2,48,109,6,28,5,23,2,0,9,188,82,106,163,25,0,2787,40,3020,2827,188,26,877,0,903,2.88,214,2369,2584,"3.9",5.5,12.7,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","80","76.9","43.8","70.6","%","%","%","%",4,9,9,33,25,17.6,13.3,4.8,186,9,2,0,22,0,0,0
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,910,12,16,58,95,110,142,196,127,99,55,0,"0 to 119",55,537,351,22,904,6,0,30,749,132,14,98,811,0,1,903,76,20,2,0,51,45,0,96,0,2,5,10,9,10,23,16,16,7,0,"9 to 99","59",70,18,1,7,1,87,8,8,0,19,0,0,11,98,45,53,96,2,0,1590,4,1693,1594,98,1,68,0,69,1.45,99,879,979,"4",5.6,10.9,"2020-06-14","2020-06-20","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","75","75","14.3","34","%","%","%","%",46,10,11,8,19,8.2,19.4,11.2,96,11,2,0,3,0,0,0
99,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1395,0,4,64,155,181,192,178,141,213,265,2,"6 to 119",60,950,438,7,131,1264,0,3,1384,8,11,126,1268,1,0,130,8,0,116,2,3,5,0,8,0,3,9,33,25,27,13,7,5,4,0,"12 to 82","43",1,1,0,6,0,0,8,0,2,0,0,0,0,126,70,55,8,118,0,702,1146,1988,1848,126,31,304,0,335,9.25,157,1572,1730,"",6.8,11.3,"2020-06-14","2020-06-20","","","","","","","","","","","","","","","","",0,0,0,2,0,1.6,0,0,119,0,7,0,4,0,0,0
