"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,20200,5582,14596,5,17,19860,5334,176,60,12,3009,2480,21,5510,106,246,1465,1165,712,650,574,393,173,90,8,"0 to 103","32",2020,1657,653,1180,657,3406,1447,664,15,340,16,1,33,5582,2519,3041,5510,72,0,81547,249,87409,81796,5582,140,2347,0,2487,5.63,89896,5722,16943,22687,"8.6",6.4,28.3,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","increased by","3.3","","61.3","78.6","%","","%","%",97,14,34,679,356,13,7,0.6,5498,34,84,0,468,47,7,0,"122",0,0,"277",5492,"90",498,84,414,16.9
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2262,1259,972,0,31,2172,1082,176,0,1,356,902,0,1258,5,20,140,276,280,213,175,96,44,10,0,"1 to 97","41",593,161,50,454,15,691,552,78,0,50,0,0,6,1259,902,357,1258,1,0,5769,57,7110,5826,1259,4,72,0,76,5.26,7186,1263,1044,2338,"8.4",17.6,55.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","20","85.7","205.7","120.3","%","%","%","%",0,3,6,78,50,7,4,0.5,1248,6,11,0,46,3,0,1,"575",0,1,"33",1243,"16",37,11,26,29.7
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8600,5510,3073,1,16,8477,5283,141,84,2,2665,2706,53,5424,63,114,840,1045,914,934,775,477,239,81,28,"0 to 99","42",3072,557,719,1076,410,3576,1438,672,17,313,6,5,86,5510,2757,2700,5424,86,0,26152,30,31759,26182,5510,84,1288,0,1372,6.12,33131,5594,4361,9972,"5.5",16.9,65,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","8.3","16.7","26","36.5","%","%","%","%",66,17,91,689,319,13,6,1.7,5491,90,19,1,304,15,5,1,"436",0,8,"318",4907,"603",193,19,174,9.8
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2409,850,1558,0,1,2405,634,215,1,0,390,459,0,849,13,43,115,130,129,140,142,71,48,19,0,"0 to 107","44",531,214,46,58,28,725,96,86,0,51,0,0,5,850,460,390,849,1,0,5253,2,6125,5255,850,9,97,0,106,8.49,6231,859,1655,2515,"9.3",13.8,35.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","53.8","7.4","42.7","21","%","%","%","%",5,2,5,86,51,11,6,0.6,835,5,15,0,84,4,0,0,"240",0,0,"54",836,"14",48,15,33,31.2
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26570,7633,18916,0,21,26518,7468,140,22,3,4101,3471,36,7608,73,228,1256,1242,1072,1075,1114,686,480,382,25,"0 to 105","44",3964,951,667,2026,901,4283,2424,1235,7,690,4,1,235,7633,3484,4113,7608,25,0,88709,16,96416,88725,7633,279,5807,1,6087,4.58,102503,7912,24723,32657,"5.7",7.7,29.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","14.6","15.6","49.8","32.8","%","%","%","%",252,137,236,1242,694,17,10,3.1,7598,235,35,1,462,48,6,0,"66",0,25,"1086",7402,"231",442,35,407,7.9
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,169374,73293,95943,30,108,167427,67463,5241,549,40,37944,34625,135,72704,1589,4046,10671,13988,12631,11860,9784,4935,2428,1321,40,"0 to 119","39",30159,19441,9496,13608,27559,31981,13164,9858,97,5455,76,26,1215,73293,35003,38154,72704,589,0,446106,1235,521509,447341,73293,3918,48347,11,52276,7.49,573785,77211,144290,221650,"11.6",13.5,45.6,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","2.7","28.7","30.2","0.5","%","%","%","%",680,353,1241,9955,5531,14,8,1.7,73112,1241,181,0,7612,559,79,0,"339",1,32,"2964",72767,"526",1803,181,1622,10
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1233,587,645,0,1,1231,569,17,1,0,252,333,1,586,5,21,62,111,103,83,75,56,42,29,0,"0 to 99","44",380,92,41,73,25,474,87,59,1,32,1,0,10,587,334,252,586,1,0,4121,0,4718,4121,587,4,36,0,40,10,4758,591,681,1273,"8.8",12.4,47.9,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","50","48.6","36","","%","%","%",13,6,10,60,33,11,6,1.7,587,10,0,0,39,0,0,0,"169",0,2,"83",552,"35",19,0,19,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7758,2793,4957,1,7,7727,2550,236,6,1,1469,1306,11,2786,24,62,292,308,308,404,500,410,273,212,0,"0 to 101","54",2174,169,244,199,231,2255,300,354,1,351,1,0,117,2793,1308,1473,2786,7,0,27813,16,30659,27829,2793,138,2908,0,3046,4.53,33705,2931,7865,10804,"6.1",8.7,37.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","72.7","84","2.3","11.8","%","%","%","%",150,59,117,355,352,13,13,4.2,2778,116,15,1,129,10,2,0,"64",0,7,"445",2680,"113",143,15,128,10.5
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6857,2314,4480,1,62,6780,1444,863,4,3,1253,1041,13,2307,18,81,296,275,256,347,401,302,208,116,14,"0 to 100","51",1841,127,178,161,117,1924,266,206,0,228,1,0,64,2314,1046,1255,2307,7,0,20604,7,22937,20611,2314,61,1433,0,1494,4.08,24431,2375,5913,8351,"5.8",9.7,34.6,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","55","90.1","33.5","%","%","%","%",35,20,64,206,229,9,10,2.8,2297,64,17,0,191,5,2,0,"56",0,7,"380",2300,"14",207,17,190,8.2
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12669,4287,8363,1,18,12617,4135,137,15,0,2307,1932,33,4272,42,151,652,607,676,760,577,384,249,123,66,"0 to 100","44",2259,665,414,934,407,2817,1048,693,2,312,3,0,79,4287,1941,2313,4272,15,0,38225,18,42569,38243,4287,105,1975,0,2080,5.05,44649,4392,10338,14749,"7.1",9.8,34.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","21.9","15.7","7.4","%","%","%","%",82,46,79,695,315,17,8,1.8,4251,79,36,0,321,32,2,0,"24",0,3,"471",4059,"228",206,36,170,17.5
