"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18663,4006,14648,6,3,18353,3798,155,41,12,2180,1766,7,3953,63,155,1099,911,498,466,402,254,106,50,2,"0 to 103","31",1324,1163,507,959,510,2336,1107,315,11,163,11,1,26,4006,1796,2202,3953,53,0,65852,257,70138,66109,4006,81,1877,0,1958,4.14,72096,4087,16525,20621,"7.8",5.7,21.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","16.2","16.5","1.5","24.1","%","%","%","%",66,1,27,326,174,9,5,0.7,3952,26,54,1,305,20,3,0,"31",0,5
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1579,630,927,0,22,1498,537,93,0,0,222,408,0,630,5,15,77,130,144,105,94,30,24,6,0,"1 to 97","40",326,91,39,174,13,417,200,53,0,27,0,0,4,630,408,222,630,0,0,4329,59,5026,4388,630,0,57,0,57,0,5083,630,984,1636,"5.9",12.4,39.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","50","10","31.2","2.9","%","%","%","%",1,3,4,53,27,9,5,0.6,528,4,102,0,34,3,0,0,"194",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7212,4194,3009,0,9,7115,3989,137,66,2,1988,2060,78,4126,51,82,651,838,727,714,559,347,155,54,16,"0 to 98","41",2257,428,396,1045,306,2525,1295,445,14,187,5,5,45,4194,2101,2014,4126,68,0,21168,38,25451,21206,4194,35,1066,0,1101,3.18,26552,4229,4075,8313,"4.6",15.9,58.6,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","28.3","12","31","27.3","%","%","%","%",35,0,50,459,192,11,5,1.2,4077,50,117,0,233,10,2,0,"359",0,25
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1882,434,1447,0,1,1879,333,101,0,0,178,256,0,434,6,13,52,54,68,72,90,38,28,13,0,"0 to 107","47",255,119,19,41,10,365,59,39,0,27,0,0,4,434,256,178,434,0,0,3936,2,4391,3938,434,7,77,0,84,8.33,4475,441,1524,1966,"7.3",9.9,23.4,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","increased by","50","20","5.7","19.3","%","%","%","%",3,2,4,39,27,9,7,0.9,378,4,56,0,28,0,0,0,"153",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,24739,5851,18878,0,10,24702,5719,111,18,3,3117,2689,24,5830,60,149,1043,1013,854,857,827,503,309,235,1,"0 to 110","42",3064,649,505,1612,756,3253,1821,914,6,454,3,0,140,5851,2699,3128,5830,21,0,76081,17,82008,76098,5851,144,4648,1,4793,3,86801,5995,23526,29532,"5.1",6.9,24.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","29.6","27.5","17.9","15.5","%","%","%","%",249,38,140,920,457,16,8,2.4,5794,134,57,6,327,40,6,0,"5",0,26
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,152879,60746,91938,28,167,150919,56798,3424,490,34,31293,28706,223,60222,1289,3139,8867,11787,10577,9915,8083,4028,1989,1021,51,"0 to 102","39",21897,15559,6065,16701,20435,23594,16193,6947,87,3660,66,25,782,60746,29050,31471,60222,524,0,362138,1311,424921,363449,60746,2191,39504,7,41702,5.25,466623,62937,131442,194581,"10.2",13.5,41.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","17","33.3","13.8","12.4","%","%","%","%",715,137,807,7034,3726,12,7,1.3,60058,807,688,0,6044,408,55,0,"283",1,73
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,966,417,548,0,1,965,401,16,0,0,185,231,1,417,2,10,43,76,73,57,55,42,33,26,0,"1 to 99","45",261,45,24,87,17,299,101,44,0,28,0,0,7,417,231,185,417,0,0,2865,0,3299,2865,417,0,26,0,26,0,3325,417,574,992,"6.9",12.5,43.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","NO","did not change","decreased by","increased by","increased by","","55.6","93.9","13.2","","%","%","%",13,6,7,44,28,11,7,1.7,356,7,61,0,19,0,0,0,"45",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7152,2174,4966,1,11,7117,1944,223,6,1,1110,1035,22,2167,22,44,233,251,229,318,390,313,212,161,1,"0 to 101","54",1588,125,121,333,168,1580,419,219,1,231,1,0,90,2174,1037,1114,2167,7,0,23409,16,25631,23425,2174,83,2259,0,2342,3.54,27973,2257,7225,9494,"5.4",8.1,31.6,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","45.5","50","34.3","28.2","%","%","%","%",161,NA,90,220,232,11,11,4.1,2144,89,30,1,98,4,0,0,"54",0,4
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5758,1473,4252,1,32,5715,874,596,2,1,761,700,9,1470,13,41,203,179,168,233,273,180,120,57,6,"0 to 100","51",1125,100,108,137,78,1202,190,112,0,140,0,0,36,1473,702,762,1470,3,0,16566,8,18058,16574,1473,33,1196,0,1229,2.69,19287,1506,5448,6987,"4.9",7.8,26.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","53.1","11.4","29","7.4","%","%","%","%",66,6,36,112,140,8,10,2.4,1429,36,44,0,117,3,1,0,"46",0,9
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11285,3186,8085,1,13,11245,3055,123,8,0,1746,1423,9,3178,30,104,518,478,507,545,437,289,181,97,0,"0 to 100","44",1588,540,256,794,296,2009,873,463,0,210,0,0,50,3186,1427,1750,3178,8,0,30878,18,34099,30896,3186,63,1593,0,1656,3.8,35755,3249,9678,12941,"6.2",9.1,28.8,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","26.5","57","18.2","17.5","%","%","%","%",102,19,50,463,210,15,7,1.6,3110,50,76,0,226,19,2,0,"11",0,2
