"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,21689,584,889,2444,2745,2880,2968,3073,3044,2260,763,39,"0 to 105",49,11521,10017,151,21309,380,0,974,16421,5029,204,8076,13457,3,153,21153,7603,372,85,16,4029,3909,37,7975,217,423,1444,1367,1374,1257,961,535,343,154,1,"0 to 101","39",3796,434,607,3138,3203,1733,3039,846,22,542,12,6,109,8076,3966,4068,7975,101,0,43261,279,51667,43540,8076,480,12023,1,12504,3.84,64171,8556,25480,34193,"9.4",13.3,39.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",97,44,115,868,554,11,7,1.4,7934,113,142,2,913,52,18,NA,"8",-3,13
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,4603,108,136,360,639,670,668,834,645,320,214,9,"0 to 119",50,2238,2288,77,4583,20,0,396,3190,1334,20,1456,3144,0,3,4580,1322,127,6,1,420,1028,1,1449,30,46,149,281,285,258,208,124,50,25,0,"0 to 99","42",504,277,81,587,79,661,709,16,0,75,0,0,5,1456,1034,421,1449,7,0,8323,13,9829,8336,1456,13,259,0,272,4.78,10101,1469,3403,4875,"7.1",14.5,31.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",13,0,5,16,75,2,6,0.3,1372,5,84,0,101,0,0,NA,"661",7,1
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,224598,2774,4606,21132,38384,36587,40569,36208,23387,13051,7210,690,"0 to 225",47,116488,106818,1292,222882,1715,1,5803,200474,24358,1080,89557,134748,95,198,222591,87631,1164,753,9,44779,43715,301,88795,1150,2415,11221,17464,15218,16038,12446,7151,4000,2368,86,"0 to 108","43",31027,8754,3793,45221,33082,10827,44886,9039,57,4809,32,16,1325,89557,44110,45116,88794,762,1,422545,937,514070,423482,89557,4154,61598,2,65754,6.32,579824,93711,196346,290352,"10.7",16.2,41.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",1175,567,1341,9096,4841,11,6,1.5,87035,1325,2522,16,5076,393,56,NA,"1376",-1,151
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3256,93,184,323,485,494,553,566,316,166,72,4,"0 to 102",46,1343,1791,122,3245,11,0,133,2176,1074,18,1099,2150,0,7,3238,968,130,1,0,456,639,3,1098,36,102,151,221,206,163,131,62,17,10,0,"0 to 97","36",713,105,54,226,586,259,253,157,0,88,0,0,14,1099,639,457,1098,1,0,7000,10,8128,7010,1099,8,170,0,178,4.49,8306,1107,2320,3434,"9.4",13.3,34,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,14,157,88,15,9,1.3,1086,13,13,1,171,7,3,NA,"139",1,3
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,966,23,39,82,116,159,122,151,147,84,42,1,"0 to 118",51,577,376,13,966,0,0,29,758,175,3,199,767,0,0,966,167,32,0,0,115,83,1,199,0,12,22,30,30,24,25,30,21,5,0,"6 to 91","47",135,15,2,47,2,142,55,32,0,20,0,0,4,199,83,115,199,0,0,1862,0,2061,1862,199,1,32,0,33,3.03,2094,200,799,999,"6.1",9.6,20.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","80","33.3","138.5","28","%","%","%","%",0,0,4,32,20,17,11,2,190,4,9,0,20,0,0,NA,"4",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,63687,1121,1677,7026,11414,9586,9661,10315,7275,3639,1839,134,"-6 to 119",46,34661,28251,775,62966,721,0,1481,57321,4692,246,17544,46027,11,105,62854,16122,1232,175,15,9015,8225,114,17354,221,654,2989,4269,2976,2538,1967,1110,512,299,9,"0 to 102","36",4253,5512,1599,5990,1424,8132,7798,905,24,511,12,4,105,17544,8329,9099,17354,190,0,148967,520,167229,149487,17544,690,8878,2,9570,7.21,176799,18234,54905,73257,"7.9",10.3,28.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.1","41.6","4.3","14.6","%","%","%","%",605,43,109,929,523,6,3,0.6,17245,102,299,7,1263,34,7,NA,"76",-27,18
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,22618,518,630,2484,3344,2749,2997,3851,3151,1809,1025,60,"0 to 119",50,13278,9143,197,19342,3276,0,684,20413,2137,127,6074,16524,2,18,19322,5278,82,714,0,2866,2342,152,5360,67,199,1223,1225,859,733,736,488,346,198,0,"0 to 105","37",2075,1361,205,1719,165,3207,1988,512,3,281,4,4,62,6074,2643,3279,5360,714,0,47159,2520,55782,49679,6074,55,1316,0,1371,4.01,57153,6129,17840,23989,"7.7",10.7,27.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","1.3","0.5","22.8","8.3","%","%","%","%",187,39,66,515,285,9,5,1.1,5900,65,174,1,427,28,8,NA,"42",-8,9
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4472,76,59,280,463,529,633,851,845,507,223,6,"0 to 119",57,2592,1826,54,4433,39,0,217,3801,533,56,683,3786,0,3,4430,583,91,9,0,360,309,5,674,12,20,93,102,83,103,114,103,39,14,0,"0 to 94","49",400,92,108,74,82,494,98,98,4,57,2,1,7,683,314,364,674,9,0,11191,30,11915,11221,683,42,1274,0,1316,3.19,13231,725,5060,5788,"5.4",5.5,16.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","10","2.7","7.4","20.4","%","%","%","%",1,0,8,102,59,15,9,1.2,659,8,24,0,45,5,0,NA,"8",0,2
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,608,11,12,38,49,50,73,140,138,79,18,0,"0 to 95",60,358,249,1,603,5,0,14,495,78,14,80,527,0,1,602,75,3,2,0,48,30,0,78,0,3,8,12,7,9,21,12,6,2,0,"7 to 85","55",49,22,2,5,4,68,6,7,0,3,0,0,0,80,30,50,78,2,0,2111,3,2195,2114,80,2,535,0,537,0.37,2732,82,1062,1145,"9.8",3,13.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","66.7","125","359","%","%","%","%",0,0,0,7,3,9,4,0,77,0,3,0,7,0,0,NA,"0",0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3537,72,152,319,588,600,601,527,420,166,89,3,"0 to 119",45,2355,1163,19,3516,20,1,87,3002,603,24,912,2624,1,0,3516,876,29,7,0,548,348,9,905,20,60,121,165,174,150,101,63,39,18,1,"0 to 98","39",253,323,61,268,143,450,312,135,0,81,0,0,12,912,348,555,904,7,1,7686,13,8637,7699,912,10,147,0,157,6.37,8794,922,2771,3694,"8",10.5,26.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","30.8","48.8","13.3","%","%","%","%",8,4,12,135,81,15,9,1.3,854,10,58,2,111,5,1,NA,"115",6,4
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,977,35,32,114,125,131,141,139,113,90,57,0,"0 to 118",49,555,413,9,977,0,0,33,738,251,4,266,710,0,1,976,237,29,0,0,126,139,1,266,10,13,38,39,37,38,32,18,21,20,0,"0 to 100","43",181,17,20,48,36,155,75,15,0,5,0,0,0,266,139,126,266,0,0,2790,0,3061,2790,266,3,69,0,72,4.17,3133,269,779,1049,"6",8.6,27.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","900","600","10.5","37.2","%","%","%","%",3,0,0,15,5,6,2,0,230,0,36,0,34,1,0,NA,"37",0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,465,11,16,57,96,99,64,50,37,27,7,1,"0 to 90",39,194,270,1,465,0,0,55,252,278,0,287,178,0,0,465,285,2,0,0,93,194,0,287,5,5,40,73,75,45,30,10,2,2,0,"0 to 89","38",205,59,13,10,136,133,18,36,0,24,0,0,2,287,194,93,287,0,0,646,0,934,646,287,2,19,0,21,9.52,955,289,197,486,"3.6",30.3,62.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","1","50","43.8","12.3"," case","%","%","%",0,0,2,36,24,13,9,0.7,286,1,1,1,15,1,0,NA,"175",0,1
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,845,22,38,76,91,89,147,154,138,70,20,0,"0 to 94",52,480,362,3,784,61,0,39,624,156,18,192,652,0,1,783,182,3,7,0,101,84,0,185,2,13,30,27,29,43,24,19,4,1,0,"1 to 89","43",94,52,3,36,12,134,39,32,2,8,2,0,0,192,90,102,185,7,0,2641,54,2891,2695,192,0,76,0,76,0,2967,192,728,921,"5.7",6.5,22.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","100","54.2","61","%","%","%","%",0,0,0,34,10,18,6,0,178,0,14,0,22,0,0,NA,"3",0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2201,32,51,206,573,439,344,255,181,74,43,3,"0 to 118",40,574,1608,19,2195,6,0,61,1908,506,11,519,1681,0,1,2194,481,35,2,1,185,331,0,516,21,34,76,124,90,80,59,25,8,2,0,"0 to 86","35",208,265,35,8,82,282,152,74,1,18,0,0,2,519,333,186,516,3,0,3073,3,3597,3076,519,1,47,0,48,2.08,3645,520,1728,2249,"15.8",14.3,23.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","50","18.2","20.4","27.4","%","%","%","%",0,0,2,75,18,15,4,0.4,516,2,3,0,77,9,0,NA,"224",0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1678,58,154,261,311,217,217,198,156,77,29,0,"0 to 94",37,909,745,24,1670,8,0,71,693,903,16,717,960,1,0,1669,479,232,5,1,366,341,4,711,23,77,130,149,104,93,62,51,21,7,0,"0 to 93","33",532,73,77,29,494,191,26,107,3,60,3,1,4,717,345,368,711,6,0,3098,2,3820,3100,717,8,57,0,65,12.31,3885,725,1017,1743,"6.4",18.7,43.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","66.7","4.8","2.1","20.7","%","%","%","%",3,1,5,110,63,16,9,0.7,710,5,7,0,129,9,0,NA,"2",0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3308,125,168,471,605,526,479,417,239,158,112,8,"0 to 104",40,1635,1659,14,3306,2,0,322,1759,1334,14,1409,1898,0,1,3305,1364,45,0,0,614,791,4,1409,39,77,231,302,252,220,141,76,45,25,1,"0 to 101","37",1124,154,43,88,959,381,69,226,0,124,0,0,31,1409,791,614,1409,0,0,5608,2,7030,5610,1409,14,139,0,153,9.15,7183,1423,2037,3461,"8.6",19.8,43,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","9.1","38.5","32.9","22.2","%","%","%","%",19,18,31,226,124,17,9,2.2,1389,30,20,1,154,8,0,NA,"61",-1,1
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,5057,88,106,491,688,623,738,861,670,493,295,4,"0 to 102",52,3003,2038,16,5031,26,0,400,3823,1343,55,1229,3828,0,0,5031,1000,217,11,1,645,571,1,1217,15,42,202,214,169,189,172,113,77,36,0,"0 to 100","42",846,105,93,173,184,738,295,236,2,133,2,1,14,1229,575,653,1217,12,0,13830,14,15078,13844,1229,29,1311,0,1340,2.16,16418,1258,5139,6397,"3.5",7.7,24.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.4","20.2","58.8","5.9","%","%","%","%",18,3,15,238,135,20,11,1.2,1207,15,22,0,80,6,0,NA,"15",0,4
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4463,84,89,260,503,428,534,697,783,687,378,20,"0 to 119",60,2637,1791,35,4397,66,0,144,3780,637,37,809,3648,0,6,4391,725,81,3,0,418,387,1,806,17,26,90,128,110,119,132,87,76,24,0,"0 to 95","48",438,146,125,97,241,425,140,187,2,117,1,0,16,809,390,418,806,3,0,11741,63,12626,11804,809,24,466,0,490,4.9,13116,833,4114,4953,"4.9",6.4,18.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26.1","31.6","39.3","72.9","%","%","%","%",41,0,16,189,118,24,15,2,778,15,31,1,53,4,0,NA,"20",-9,3
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,74262,1772,2447,8308,12657,11034,11333,11311,8353,4462,2061,524,"0 to 119",45,41525,32262,475,73802,460,0,2113,65940,6518,377,24550,49543,22,147,73633,23996,436,115,3,12856,11369,207,24432,520,1044,4352,5512,3880,3566,2665,1397,782,420,412,"0 to 104","36",7623,3022,2808,10979,5277,6735,12420,1775,13,1002,10,3,244,24550,11420,12923,24432,118,0,167496,340,192651,167836,24550,650,16661,0,17311,3.75,209962,25200,66204,91573,"6.6",12,33.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","0.6","15","9.4","12.7","%","%","%","%",778,130,247,1788,1012,8,5,1,24135,246,415,1,2104,128,13,NA,"17",10,55
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1110,24,25,101,166,163,183,182,166,72,27,1,"0 to 119",49,537,559,14,1092,18,0,26,791,289,27,323,786,1,0,1091,272,42,6,3,82,232,0,314,4,3,44,79,70,58,32,19,9,5,0,"1 to 93","39",189,78,20,27,18,240,56,16,0,9,0,0,1,323,235,88,314,9,0,3191,9,3529,3200,323,3,71,0,74,4.05,3603,326,857,1184,"6.1",9,29.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","NO","increased by","decreased by","decreased by","increased by","100","55.6","27.8","5.6","%","%","%","%",6,1,1,16,9,5,3,0.3,313,1,10,0,14,1,0,NA,"157",0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,7266,106,179,662,780,747,910,1106,1207,873,681,15,"0 to 119",57,4364,2860,42,7194,72,0,305,5600,1592,90,1685,5546,0,35,7161,1657,16,10,2,889,767,17,1673,30,92,297,289,231,230,172,139,109,96,0,"0 to 99","40",684,145,160,684,296,576,801,211,6,117,3,0,27,1685,775,893,1673,12,0,19696,58,21448,19754,1685,54,2017,0,2071,2.61,23519,1739,7563,9337,"6.2",7.4,23.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","45.9","9.2","15.3","","%","%","%",63,13,27,217,120,13,8,1.6,1649,25,36,2,170,5,1,NA,"4",11,5
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3736,47,79,347,615,616,628,554,387,275,182,6,"0 to 105",47,1712,1940,84,3710,26,0,23,2806,813,43,887,2846,1,2,3707,830,45,11,1,344,524,7,875,8,25,98,156,157,155,116,82,47,43,0,"0 to 100","45",365,234,39,237,37,474,364,118,2,76,0,0,15,887,531,349,875,12,0,7056,14,7968,7070,887,22,180,0,202,10.89,8170,909,3026,3938,"8.1",11.1,24.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","75","100","371.1","179.4","%","%","%","%",107,4,15,120,76,14,9,1.7,857,12,30,3,54,5,0,NA,"291",-2,13
