"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,678,21,17,42,64,89,97,130,128,69,20,1,"0 to 101",55,396,278,4,671,7,0,19,513,154,11,118,559,0,1,670,77,37,4,0,61,53,0,114,4,3,17,18,14,18,16,14,7,7,0,"0 to 95","47",54,45,12,3,10,96,8,25,2,17,0,0,5,118,56,62,114,4,0,1694,2,1815,1696,118,0,85,0,85,0,1900,118,644,763,"5.4",6.2,17.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","did not change","increased by","increased by","increased by","","50","120","79.6","","%","%","%",0,4,5,27,17,23,15,4.2,113,5,5,0,13,1,2,NA,"12",0,1
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,405,7,3,49,52,44,41,50,55,58,45,1,"0 to 119",56,254,143,8,405,0,0,11,337,39,1,74,331,0,0,405,67,7,0,0,39,33,2,74,2,3,9,15,6,11,13,9,3,3,0,"3 to 98","48",42,12,11,9,13,50,11,17,0,6,0,0,0,74,33,39,74,0,0,686,0,762,686,74,0,14,0,14,0,776,74,345,419,"4.8",9.5,18.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","increased by","75","75","240","79.9","%","%","%","%",0,0,0,17,6,23,9,0,73,0,1,0,6,0,0,NA,"0",0,0
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,18386,301,359,1329,1992,1954,2386,2920,3074,2144,702,1225,"0 to 103",55,9719,7687,980,18239,147,0,268,17027,1026,110,3473,14869,0,44,18197,3393,55,25,0,1765,1627,56,3448,65,116,570,673,529,537,474,275,176,51,7,"0 to 103","40",976,374,465,1633,432,1189,1827,283,12,173,5,1,36,3473,1639,1777,3448,25,0,47095,120,50722,47215,3473,133,5380,0,5513,2.41,56235,3606,20249,23899,"7.1",6.4,19.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","13.1","6.6","6.5","6.4","%","%","%","%",47,8,37,295,178,9,6,1.1,3391,37,82,0,252,5,1,NA,"142",-5,9
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,36735,494,759,3600,5082,4949,5336,5773,5492,3558,1628,64,"0 to 119",51,20568,15830,337,35587,1147,1,1247,31398,5891,218,13125,23588,2,20,35566,12397,451,271,6,6660,6022,166,12848,219,414,2102,2506,2132,2064,1617,1007,628,427,9,"0 to 101","41",5394,1239,458,5757,2995,3876,5977,1512,18,815,15,5,244,13125,6165,6787,12847,277,1,80143,868,94164,81011,13125,406,8383,1,8790,4.62,102954,13531,31971,45525,"6.3",13.1,36.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","decreased by","23.3","20.5","14.4","28.6","%","%","%","%",303,142,249,1530,830,12,7,1.9,12906,237,219,12,935,70,9,NA,"19",-21,42
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,15715,242,425,2596,2654,2234,2253,2360,1831,716,361,43,"0 to 119",43,8200,7371,144,15449,265,1,507,13928,1478,123,3265,12431,2,17,15431,3159,43,60,3,1699,1478,25,3202,32,127,1233,642,390,331,294,134,49,22,11,"0 to 105","27",902,930,192,1178,220,1374,1608,206,13,84,11,7,11,3265,1510,1730,3201,63,1,42244,199,45792,42443,3265,67,2226,0,2293,2.92,48085,3332,14657,18008,"6.3",6.9,21.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","10","19.5","16.8","9","%","%","%","%",80,2,18,219,95,7,3,0.6,3140,18,125,0,237,13,2,NA,"48",-5,1
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,2056,36,45,222,262,227,291,390,293,205,83,2,"0 to 118",53,1178,860,18,2052,4,0,75,1554,531,10,398,1658,0,0,2052,359,36,0,3,176,217,2,395,4,13,78,69,53,61,60,32,19,8,1,"2 to 99","41",161,38,112,84,136,172,87,42,0,26,0,0,2,398,219,177,395,3,0,4364,1,4771,4365,398,3,172,0,175,1.71,4946,401,1830,2231,"5.6",8.1,19.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","66.7","50","45.9","2.8","%","%","%","%",2,1,2,42,26,11,7,0.5,375,2,23,0,27,1,0,NA,"1",0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2340,6,14,191,709,574,421,280,99,31,7,8,"0 to 105",38,234,2098,8,2340,0,0,6,2010,162,5,316,2024,0,0,2340,312,4,0,0,40,275,1,316,2,4,42,77,62,72,46,8,2,1,0,"0 to 85","39",187,108,8,13,15,208,93,11,0,5,0,0,2,316,275,40,316,0,0,2497,0,2814,2497,316,2,14,0,16,12.5,2830,318,2038,2356,"28.2",11.2,13.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","decreased by","50","50","36.4","53.4","%","%","%","%",0,0,2,11,5,4,2,0.6,311,2,5,0,15,0,0,NA,"215",0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1519,77,80,168,187,197,215,212,204,116,57,6,"0 to 99",47,950,564,5,1493,26,0,56,985,608,38,477,1041,0,1,1492,299,171,7,0,282,188,0,470,28,33,69,69,69,79,64,35,12,19,0,"0 to 98","40",109,318,26,17,28,392,50,85,0,22,0,1,4,477,190,287,470,7,0,3862,19,4383,3881,477,2,62,0,64,3.13,4447,479,1103,1583,"8.6",10.8,31.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","75","133.3","53.4","1.6","%","%","%","%",11,3,5,85,22,18,5,1,451,5,26,0,84,6,1,NA,"44",-1,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,21009,394,691,1854,2458,2485,2829,3561,3603,2207,820,107,"0 to 119",54,11664,9018,327,20698,311,0,1365,18043,3096,58,6871,14129,4,5,20689,6730,66,75,0,3495,3221,80,6796,146,419,1110,1236,1121,1024,823,497,322,169,4,"0 to 101","39",2616,525,587,3068,1498,1852,3446,317,5,414,3,2,149,6871,3258,3530,6796,75,0,60246,234,67385,60480,6871,195,4996,0,5191,3.76,72576,7066,19125,26200,"7",9.7,33.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","decreased by","14.8","34.9","41.6","2.1","%","%","%","%",194,90,151,322,417,5,7,2.2,6738,146,133,5,751,3,1,NA,"10",7,9
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,19085,259,406,1477,2365,2332,2737,3155,3319,2157,848,30,"0 to 168",54,11457,7565,63,19053,32,0,5019,11615,5103,217,2721,16086,0,278,18777,2643,70,7,1,1418,1273,22,2713,45,86,388,486,464,413,382,256,148,51,2,"0 to 99","42",1591,405,218,499,401,1678,634,439,4,264,0,0,33,2721,1274,1425,2713,8,0,33411,21,36179,33432,2721,70,2635,0,2705,2.59,38884,2791,18721,21790,"6.3",7.2,14.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","73","71.3","87.4","2.2","%","%","%","%",63,6,33,443,264,17,10,1.2,2550,30,171,3,182,15,3,NA,"200",-6,18
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,9421,205,315,846,1085,1175,1237,1544,1490,1054,447,23,"0 to 100",53,4680,4319,422,9319,102,0,716,6741,2752,95,3193,6187,1,40,9279,3153,19,21,0,1494,1661,17,3172,100,191,507,566,548,494,327,200,155,102,3,"0 to 99","38",1269,169,938,796,1629,942,601,500,3,281,2,1,54,3193,1674,1502,3172,21,0,18820,78,22124,18898,3193,123,3100,0,3223,3.82,25347,3316,9287,12644,"8",13.1,35.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","41.7","34.2","4.7","15","%","%","%","%",136,24,55,503,283,16,9,1.7,3152,52,41,3,378,30,4,NA,"7",0,12
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,4816,97,101,364,680,673,807,956,700,325,111,2,"0 to 101",51,2480,2315,21,4721,95,0,1406,2411,1143,145,935,3843,0,38,4686,885,25,20,5,418,488,4,910,23,32,110,190,152,163,116,92,42,15,0,"0 to 100","42",489,31,17,373,249,287,374,129,6,52,5,1,6,935,503,428,910,25,0,8910,66,9920,8976,935,116,3056,1,3173,3.66,13093,1051,6899,7989,"10.5",8,21.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","7.7","10.3","52.2","15.2","%","%","%","%",9,1,7,135,57,15,7,0.7,894,6,41,1,71,11,0,NA,"0",2,1
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,4130,69,88,402,462,507,589,752,670,402,185,4,"0 to 103",54,2252,1731,147,3992,138,0,172,3329,539,88,811,3301,0,18,3976,747,26,36,2,395,378,0,773,11,21,167,127,131,127,115,73,22,17,0,"0 to 95","41",477,83,40,173,37,547,189,112,3,45,0,0,5,811,393,418,773,38,0,10973,98,11900,11071,811,24,889,0,913,2.63,12813,835,4190,5043,"6.3",6.5,20.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","did not change","decreased by","increased by","increased by","","16.7","44.9","11.2","","%","%","%",6,1,5,115,45,15,6,0.6,784,4,27,1,65,6,0,NA,"8",-2,2
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,8744,240,213,891,1392,1267,1140,1247,932,777,602,43,"0 to 119",48,5160,3484,100,8589,154,1,316,7251,992,102,2062,6659,0,23,8567,1902,137,18,5,1087,904,48,2039,28,67,382,441,327,266,236,152,93,67,3,"0 to 103","38",971,179,159,730,293,918,828,165,3,99,1,0,16,2062,915,1099,2038,23,1,20086,131,22305,20217,2062,42,1488,0,1530,2.75,23835,2104,8147,10274,"5.1",8.8,24.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17.9","15","20.8","29.1","%","%","%","%",101,4,16,168,100,9,5,0.8,1973,15,89,1,139,2,0,NA,"11",2,6
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,2207,51,98,326,304,272,276,325,206,193,145,11,"0 to 119",47,1245,940,22,2196,11,0,199,1486,574,16,684,1521,0,2,2194,627,54,3,0,333,344,4,681,22,55,128,122,115,87,92,25,26,12,0,"0 to 94","36",443,72,83,83,305,282,94,87,0,62,2,0,2,684,345,335,681,3,0,4508,8,5208,4516,684,7,168,0,175,4,5383,691,1689,2382,"5.9",12.8,31.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","did not change","increased by","increased by","7.1","","37.2","26.2","%","","%","%",11,1,2,87,64,13,10,0.3,662,2,22,0,113,3,1,NA,"52",-8,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,83667,1502,2030,9099,14322,12900,12968,12309,8396,3985,1547,4609,"0 to 120",44,45131,38009,527,82366,1300,1,1745,78179,5523,464,24011,59294,1,361,82006,23539,131,336,5,11836,11621,213,23670,362,607,4730,6109,4178,3472,2470,1199,601,265,18,"0 to 106","35",5209,3041,3596,11824,3078,4653,15939,1297,50,657,40,5,124,24011,11800,11991,23669,341,1,191582,953,216797,192535,24011,890,14463,0,15353,5.8,232150,24901,73757,99020,"7.5",10.7,29.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","17.3","32.4","8","22","%","%","%","%",320,11,129,1347,697,6,3,0.5,23584,124,427,5,1395,55,7,NA,"26",-18,39
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,19146,272,607,1862,3120,3029,3227,2874,2092,1027,357,679,"0 to 155",46,10444,8565,137,19045,101,0,1715,15278,2745,228,6479,12598,2,67,18977,6355,51,71,2,3272,3064,70,6406,85,236,984,1448,1205,1151,684,415,214,54,3,"0 to 102","38",1845,306,1761,2494,2381,980,3045,569,10,278,8,2,43,6479,3113,3295,6406,73,0,40880,27,47479,40907,6479,190,3071,0,3261,5.83,50740,6669,15669,22407,"6.6",13.1,34.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","14","10.3","8.2","14.9","%","%","%","%",61,10,45,579,286,9,5,0.7,6268,40,211,5,441,21,0,NA,"12",6,6
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,87510,1446,2319,7866,11814,11272,12492,14109,11906,8211,4450,1625,"0 to 119",51,47446,39740,324,86618,890,2,5097,72811,16532,504,26951,60185,175,199,86249,26476,224,245,6,13564,13046,90,26700,455,1011,3959,5114,4439,4049,3395,2020,1395,1087,27,"0 to 105","41",9789,4118,3746,9047,7472,9556,9672,3184,42,2312,27,15,701,26951,13179,13678,26698,251,2,190603,635,218642,191238,26951,2006,44396,0,46402,4.32,265044,28957,104581,133912,"9.3",10.9,33.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","21.1","34.8","20.2","3.6","%","%","%","%",832,273,716,3226,2339,12,9,2.7,26426,699,525,17,1985,118,39,NA,"385",-19,78
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,18623,362,492,1804,2519,2624,2954,3055,2567,1539,678,29,"0 to 119",49,10546,7991,86,18533,90,0,987,14928,3535,179,5161,13410,2,50,18481,5019,117,24,1,2611,2489,36,5136,81,153,818,957,829,813,647,462,253,147,1,"0 to 105","41",2919,323,544,1350,882,2588,1666,586,9,370,4,1,58,5161,2502,2623,5136,25,0,48975,65,54242,49040,5161,126,4914,0,5040,2.5,59282,5287,18324,23663,"4.6",8.9,28.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","4.6","6","13.8","18","%","%","%","%",188,18,59,595,374,12,8,1.1,5050,57,111,2,345,34,4,NA,"161",0,24
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,48932,535,842,4071,6859,5913,7053,8812,7607,4631,2518,91,"0 to 120",53,27881,20890,161,48556,376,0,3741,39948,11339,468,13925,34980,1,26,48530,13637,184,97,7,7408,6328,85,13821,193,447,2136,2953,1920,1959,1836,1151,789,529,12,"0 to 104","41",6296,2345,890,4290,1198,7597,5026,1542,22,1160,19,2,334,13925,6385,7454,13821,104,0,127934,268,142226,128202,13925,472,18763,2,19237,2.45,161463,14397,53743,68169,"7.1",8.9,29.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","3","40.8","5.5","22.6","%","%","%","%",1038,202,336,1564,1179,12,9,2.4,13705,325,220,11,891,54,5,NA,"34",-26,72
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,27362,702,962,2739,4104,3953,3946,3981,3546,2166,930,333,"0 to 119",47,15259,11804,299,27245,117,0,1221,22964,4207,191,10072,17258,2,30,27213,8954,1079,31,8,5244,4652,137,10033,192,486,1538,1990,1801,1455,1137,767,448,256,2,"0 to 103","39",4468,1684,833,3048,2366,3841,3826,1161,11,759,6,1,186,10072,4668,5266,10033,39,0,65900,74,76119,65974,10072,192,3876,0,4068,4.72,80187,10264,21134,31430,"4.7",12.8,37.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","2.6","22.6","21","15.8","%","%","%","%",588,91,187,1172,765,12,8,1.9,9877,177,195,10,950,56,9,NA,"390",-18,35
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,4176,91,183,464,634,536,630,672,466,317,171,12,"0 to 118",48,2511,1600,65,4168,8,0,184,3640,779,22,1006,3166,1,3,4164,580,426,0,0,499,477,30,1006,21,89,184,180,148,130,122,65,43,23,1,"0 to 100","36",469,282,116,139,184,654,168,192,0,110,0,0,8,1006,477,499,1006,0,0,9065,8,10084,9073,1006,8,343,0,351,2.28,10435,1014,3509,4527,"6.2",9.7,24.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","14.3","24.5","8.7","31.7","%","%","%","%",16,3,8,192,110,20,11,0.8,984,8,22,0,144,13,2,NA,"72",2,1
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,12610,199,346,1352,1422,1832,2081,2158,1816,951,434,19,"0 to 119",50,6827,5611,172,12565,45,0,557,10408,1895,234,2612,9954,11,33,12522,2308,278,22,4,1274,1283,29,2586,33,73,622,391,364,415,386,194,91,41,2,"0 to 98","40",1596,179,127,684,172,1591,823,207,4,128,5,0,16,2612,1297,1286,2586,26,0,29965,17,32627,29982,2612,239,4181,3,4423,5.4,37050,2851,14135,17033,"7.2",7.7,22.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.7","18","10.7","17.9","%","%","%","%",55,1,16,211,133,9,6,0.6,2541,16,71,0,215,6,1,NA,"23",0,4
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,13744,273,361,1126,1824,1843,2149,2257,1948,1246,679,38,"0 to 119",51,7953,5513,278,13593,151,0,838,10767,2840,98,3807,9710,6,221,13366,3681,107,19,0,2070,1670,48,3788,66,161,513,690,628,624,477,333,186,123,6,"0 to 104","42",1171,684,410,1523,712,1301,1775,348,2,265,2,1,83,3807,1680,2079,3788,19,0,29633,129,33615,29762,3807,114,2910,1,3025,3.77,36640,3921,12620,16769,"5.5",10.7,28.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","12","0.6","27.5","10.2","%","%","%","%",153,43,84,350,267,10,8,2.2,3706,82,101,2,314,12,6,NA,"51",17,19
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,8937,291,355,1082,1227,1232,1345,1379,1155,601,260,10,"0 to 119",47,4887,3989,61,8863,74,0,326,7239,1269,141,2018,6918,0,1,8862,1941,64,13,0,1008,966,31,2005,33,63,529,341,274,303,233,134,71,37,0,"0 to 101","36",1258,112,52,583,53,1322,630,102,0,113,1,0,17,2018,971,1016,2005,13,0,18888,60,20981,18948,2018,29,839,0,868,3.34,21849,2047,7757,9805,"5.8",9.4,22.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","14.3","8.2","16.3","23.9","%","%","%","%",39,1,17,102,114,6,6,0.8,1976,15,42,2,191,7,3,NA,"129",-5,6
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,16988,199,307,1340,1895,1783,2199,2922,3111,2145,1041,46,"0 to 119",57,9418,7372,198,16719,269,0,712,15208,2137,111,4432,12528,1,27,16695,4313,70,43,6,2288,2027,68,4383,50,131,721,812,645,627,552,420,279,190,5,"0 to 104","42",1801,243,310,2029,377,1585,2421,332,17,302,11,2,108,4432,2054,2310,4383,49,0,54324,215,59004,54539,4432,229,6825,3,7057,3.25,66061,4661,19353,24045,"5.8",7.1,27.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","decreased by","2.9","25.9","29.9","15.5","%","%","%","%",174,65,110,349,313,8,8,2.5,4338,109,94,1,297,5,4,NA,"3",-1,8
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,21623,350,542,2368,3101,2965,3314,3346,2775,1351,660,851,"0 to 119",48,12112,9308,203,21569,54,0,667,19277,1679,128,5519,16073,1,30,21540,5433,64,22,0,2913,2514,70,5497,83,154,1173,1154,810,806,579,362,216,181,1,"0 to 104","37",2052,544,568,2333,638,1523,3336,478,5,283,1,0,46,5519,2522,2924,5497,22,0,50047,30,55648,50077,5519,186,4675,0,4861,3.83,60509,5705,20748,26484,"5.8",9.4,26.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","4.2","14.6","8.6","20.1","%","%","%","%",242,18,46,483,284,9,6,0.8,5411,45,108,1,339,24,3,NA,"14",36,21
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,4535,69,45,150,224,240,364,610,1585,1006,157,85,"0 to 119",68,2265,2090,180,4456,79,0,270,3731,739,82,859,3630,0,46,4410,782,70,6,1,381,464,7,852,1,19,62,56,90,110,126,230,131,34,0,"4 to 92","62",492,119,36,205,41,588,223,195,1,122,0,0,22,859,467,385,852,7,0,12762,72,13705,12834,859,56,2819,1,2876,1.95,16581,915,6449,7411,"6.1",5.5,20.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","37","30.6","134","34.3","%","%","%","%",24,1,22,196,122,23,15,2.6,843,21,16,1,25,3,0,NA,"129",1,4
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2833,93,114,291,379,356,349,420,344,258,218,11,"0 to 118",50,1738,1023,72,2816,17,0,103,2018,947,23,926,1906,0,1,2815,780,129,14,3,518,383,8,909,34,68,151,134,140,128,99,73,62,36,1,"0 to 102","40",459,132,185,133,296,448,165,139,1,76,0,0,26,926,389,529,909,17,0,5038,0,5972,5038,926,11,178,0,189,5.82,6161,937,2084,3022,"6.9",15.2,33.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","3.6","26.4","32.4","17.1","%","%","%","%",40,20,26,140,76,16,9,2.8,895,22,31,4,142,8,3,NA,"8",0,4
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,1137,36,39,123,177,159,154,184,156,78,27,4,"0 to 118",47,647,466,24,1129,8,0,37,796,390,28,221,916,0,0,1129,185,34,2,0,119,100,0,219,0,9,43,49,37,30,28,12,10,3,0,"5 to 91","37",104,76,23,16,28,168,23,40,0,12,0,0,2,221,100,121,219,2,0,2173,6,2401,2179,221,0,45,0,45,0,2446,221,961,1182,"5.3",9,19.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","25","66.7","50","7.4","%","%","%","%",4,0,2,40,12,19,6,0.9,214,2,7,0,13,0,1,NA,"6",0,1
39,63,125,"UNION","Union","Union","Union County","FL",15239,1288,13,29,86,86,125,149,422,289,74,15,0,"0 to 118",58,371,911,6,1288,0,0,43,1142,179,5,145,1141,0,2,1286,113,32,0,0,49,96,0,145,2,8,30,15,15,10,38,23,3,1,0,"0 to 89","50",104,37,4,0,6,138,1,20,0,15,0,0,3,145,96,49,145,0,0,2724,0,2870,2724,145,2,32,0,34,5.88,2904,147,1173,1322,"8.7",5.1,11.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","did not change","increased by","increased by","100","","36.4","6.9","%","","%","%",0,0,3,20,15,14,11,2.1,142,3,3,0,20,1,0,NA,"42",0,1
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,25101,253,495,1853,2957,2856,3615,4869,4372,2394,1156,281,"0 to 119",55,14021,10472,608,24972,129,0,893,22170,3100,209,5530,19548,0,23,24950,4992,492,40,6,2904,2551,29,5484,72,198,863,1042,769,801,756,527,302,195,5,"0 to 103","42",2288,709,1025,1462,775,2793,1916,663,7,395,5,0,86,5530,2573,2928,5484,46,0,52724,81,58405,52805,5530,220,8966,0,9186,2.39,67591,5750,28514,34287,"6.5",8.5,22.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","did not change","increased by","increased by","decreased by","","7.1","50.9","1.9","","%","%","%",276,48,86,670,400,13,8,1.6,5297,85,233,1,362,19,3,NA,"185",12,8
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1591,22,40,146,194,226,268,299,234,120,41,1,"0 to 102",51,851,732,8,1586,5,0,42,1235,383,14,309,1281,0,1,1585,277,29,2,1,121,185,0,306,1,4,53,53,57,53,54,18,13,3,0,"3 to 86","43",177,82,14,33,19,248,39,37,0,18,0,0,1,309,186,123,306,3,0,3681,2,4001,3683,309,5,252,0,257,1.95,4258,314,1533,1848,"5.8",7.4,19.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","100","66.7","32.3","22.2","%","%","%","%",0,0,1,37,18,12,6,0.3,297,1,12,0,9,1,0,NA,"94",0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,2472,59,70,306,323,355,359,395,288,176,138,3,"0 to 101",48,1312,1126,34,2342,130,0,109,2041,847,103,866,1606,0,0,2342,761,26,76,3,371,415,1,787,11,30,197,144,148,114,124,54,33,11,0,"0 to 101","39",647,49,18,73,159,566,62,90,10,45,2,0,11,866,450,415,787,79,0,5983,51,6919,6034,866,34,1103,0,1137,2.99,8056,900,2709,3609,"5.5",11.2,36.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","57.1","133","58.4","","%","%","%",30,9,11,100,47,12,6,1.3,822,11,44,0,69,4,0,NA,"6",3,1
