"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,17096,230,256,2268,3243,2435,2393,2694,1973,943,594,67,"0 to 119",45,9778,7172,146,16809,287,0,396,16178,944,79,2322,14768,6,0,16803,2206,78,27,11,1174,1105,5,2284,19,55,762,549,255,255,201,143,51,30,2,"0 to 103","29",794,527,317,646,346,1233,705,200,8,107,7,0,12,2322,1128,1189,2284,38,0,50557,247,53142,50804,2322,55,1677,0,1732,3.18,54874,2377,16445,18828,"7.2",4.3,13.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","18.9","21.7","13.5","8.1","%","%","%","%",75,10,12,208,114,9,5,0.5,2258,12,64,0,110,6,1,0,"20",-4,0
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1065,35,22,128,160,154,170,172,113,76,33,2,"0 to 99",47,577,435,53,1005,60,0,73,861,220,5,187,869,0,9,996,126,61,0,0,85,98,4,187,2,6,30,29,31,27,30,13,15,4,0,"1 to 97","43",123,38,6,20,3,154,30,30,0,21,0,0,4,187,98,85,187,0,0,3005,58,3250,3063,187,0,50,0,50,0,3300,187,919,1115,"4",5.7,17.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","4","37.5","20.8","65.6"," cases","%","%","%",1,3,4,30,21,17,12,2.1,180,4,7,0,12,2,1,0,"10",-5,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,4534,53,63,452,670,655,745,782,536,326,196,56,"0 to 119",49,2518,1962,54,4472,62,0,286,3805,1004,94,1523,3009,0,2,4470,1362,118,41,2,797,679,4,1480,20,31,271,324,261,250,189,110,50,16,1,"0 to 96","39",827,177,68,408,169,855,456,158,7,54,2,3,8,1523,706,813,1480,43,0,11796,22,13366,11818,1523,17,907,0,924,1.84,14290,1540,3916,5458,"3",10.8,34,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","8.1","1.7","56.2","0.7","%","%","%","%",30,0,11,165,56,11,4,0.7,1430,8,93,0,82,2,1,0,"31",2,4
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1583,24,33,140,203,188,237,301,195,153,103,6,"0 to 118",53,990,570,23,1581,2,0,54,1399,239,2,161,1421,0,1,1580,98,63,0,0,98,63,0,161,2,8,22,19,27,27,14,11,19,12,0,"1 to 107","46",108,41,6,6,6,143,12,25,0,18,0,0,2,161,63,98,161,0,0,3124,2,3290,3126,161,7,68,0,75,9.33,3365,168,1489,1658,"6.1",5,10.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","did not change","increased by","increased by","14.3","","225","46.9","%","","%","%",3,2,2,25,18,16,12,1.2,145,2,16,0,15,0,0,0,"5",0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,22605,291,425,1737,2515,2545,3162,4782,4160,2212,627,149,"0 to 119",56,12678,9816,111,22581,24,0,874,20570,2719,125,3723,18871,0,11,22570,3621,83,15,3,1905,1783,16,3704,42,92,763,758,549,529,463,276,146,102,2,"0 to 101","38",1962,277,272,1193,545,1899,1260,459,4,231,3,0,40,3722,1790,1916,3704,18,0,59187,6,62957,59193,3722,92,3833,1,3926,2.34,66883,3814,22704,26531,"4.6",5.7,16.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","39.4","18.2","3.5","1","%","%","%","%",98,4,40,463,234,13,7,1.1,3632,34,90,6,214,21,4,0,"3",2,20
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,123848,2615,3561,10780,19572,19480,21063,21398,14090,7364,3713,212,"0 to 119",47,66631,55669,1548,122201,1647,0,4939,100947,23210,1140,34153,89594,21,80,122103,31911,1852,362,28,17208,16390,165,33763,664,1458,4968,7013,6036,5531,4497,2237,1168,564,17,"0 to 119","39",12774,9137,2325,9527,10894,13698,9171,4994,79,2616,62,23,464,34153,16640,17347,33763,390,0,254488,1232,290146,255720,34153,1462,32983,7,34452,4.24,324598,35615,122577,158300,"8.3",11,28.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.3","0.5","34.4","3.7","%","%","%","%",455,169,487,5073,2678,15,8,1.4,32814,464,1339,0,2911,249,32,0,"235",-73,46
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,680,7,12,59,70,97,99,123,97,76,40,0,"0 to 99",54,407,260,13,680,0,0,18,468,161,8,184,495,0,1,679,168,16,0,0,119,65,0,184,1,5,21,21,18,23,28,20,25,22,0,"1 to 99","55",141,19,10,14,12,150,22,28,0,20,0,0,7,184,65,119,184,0,0,1186,0,1376,1186,184,0,26,0,26,0,1402,184,521,706,"4.9",13.1,27.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","did not change","increased by","increased by","200","","250","39.6","%","","%","%",19,6,7,28,20,16,11,3.8,172,7,12,0,9,0,0,0,"6",1,1
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6226,70,62,348,547,612,873,1190,1158,789,570,7,"0 to 119",60,3610,2540,76,6204,22,0,338,5285,960,31,1281,4940,1,4,6199,1097,178,5,1,678,575,22,1275,12,18,126,147,122,175,232,185,135,128,1,"0 to 101","56",896,81,45,253,84,902,289,167,1,183,1,0,80,1281,576,682,1275,6,0,16474,16,17781,16490,1281,58,1907,0,1965,2.95,19746,1339,6847,8191,"4.6",6.8,21.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","109.1","22","11.7","50.5","%","%","%","%",123,50,80,168,184,14,15,6.2,1212,79,69,1,44,2,0,0,"4",-5,3
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,4696,64,94,303,478,439,574,862,994,672,208,8,"0 to 222",59,2619,1906,171,4688,8,0,165,3738,665,36,665,4023,1,7,4681,445,219,1,0,332,329,3,664,7,18,89,94,79,100,133,79,47,19,0,"0 to 97","49",500,39,42,83,44,512,108,59,0,74,0,0,17,665,329,333,664,1,0,12551,6,13230,12557,665,29,1044,0,1073,2.7,14303,694,5067,5769,"4",4.9,14.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","30.6","14.3","56.6","13.2","%","%","%","%",8,1,17,59,74,9,12,2.6,618,16,47,1,36,1,0,0,"10",-2,4
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,9538,173,258,834,1189,1364,1569,1625,1392,792,320,22,"0 to 101",51,5450,3970,118,9515,23,0,387,8287,1109,74,1641,7886,1,10,9504,1545,91,5,0,888,743,5,1636,14,48,230,286,267,278,224,159,86,48,1,"0 to 100","43",763,295,124,454,151,982,503,252,0,141,0,0,42,1641,746,890,1636,5,0,21845,18,23516,21863,1641,48,1332,0,1380,3.48,24896,1689,9218,10918,"5.3",6.8,17.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","26","29.6","53.6","0.9","%","%","%","%",75,24,42,252,141,16,9,2.6,1602,39,39,3,83,10,1,0,"5",-5,8
